RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8	gene_symbol
835.71	771	1162.3	659	447	Oser1
1505	1713	2162	1127	730	Emsy
17	30	47	0	6	Crb2
162	154	201	77	86	Kank4
1121	1014	1186	661	360	Tmem98
3	0	7	0	0	Sstr1
0	0	0	1	0	Abca17
3728	3617	5772	2988	1913	Rabgap1
385	443	682	322	263	Haus8
633	758	1005	414	257	Myo1d
900	666	1513	778	405	Thyn1
0	6	3	5	0	Ccr3
68	38	85	57	18	Fignl1
11	1	3	5	0	Prdm8
248887	193219	386072	211671	118726	Tnni3
84	114	142	92	34	Stab2
948	818	1505	728	523	Rcbtb1
6	2	7	6	0	Slc25a21
1073	870	1369	956	464	Galm
778	741	1102	730	424	Tab3
1615	1545	1941	1158	647	Mbd3
79	66	152	72	30	Plk5
1058	895	1146	758	266	Tgfbi
1020	962	1483	819	562	Tstd2
16	9	5	2	3	Cdcp1
115	172	171	137	35	Reep6
475	486	878	376	300	Cox18
7	14	38	8	6	Slc12a8
13	23	35	32	5	Fbxl21
117.02	96.15	187.54	52.57	46.89	Ntng2
981	770	1435	748	617	Tdrd7
639	497	786	532	272	Gnptg
826	891	1363	634	441	Prdm4
14732.5	16653.56	22464.62	12796.57	7776.9	Eif1
20	115	112	14	10	Gc
1869	1213	1876	896	530	Leng8
256	238	223	187	87	Capn5
19	3	24	8	5	Igfbpl1
6	0	0	0	0	Krt17
523	450	808	373	279	Mpv17l2
996	572	1097	573	353	Aldh1b1
357	322	635	260	188	Pcdh17
6672	7186	9270	5137	3022	Ankrd11
896	765	1273	669	474	Dcaf10
2057	1861	3223	1889	1048	Utp6
32	50	98	24	13	Iqcg
3	11	12	10	4	Kcnh8
1833.83	1586	2768.97	1375	906	Tsen34
0	0	0	0	6	Chrna5
145	114	182	89	66	Fam174c
1043	1097	1356	883	520	Mboat7
781	587	1008	665	295	Prpf39
279	216	414	224	77	Trmt10b
957	1178	1701	1031	593	Ky
1128	1130	1753	860	575	Togaram1
19	10	4	3	8	Frmpd1
2456	2447	3990	2098	1334	Ric8b
1786	2904	2600	1591	952	Midn
2414	2363	3425	1882	1194	Rsf1
2556	2494	3822	2095	1294	Rubcn
747.97	653	793	572	248	Cnot3
2103	1940	3220	1644	737	Grhpr
0	0	0	7	0	Muc20
84	68	75	59	25	Cbarp
2237	1800	3499	1628	983	Aamdc
541	365	734	333	238	Zcchc7
0	0	0	5	0	Lrfn5
1582	1764	2593	1462	880	Gtf3c4
624	523	932	432	162	Zswim4
718	592	950	472	275	Sbno2
26078	19155	43316	20357	10165	Ndufa3
13	18	13	20	3	Tnfsf9
36	25	35	21	18	Kcnc2
40	20	16	4	5	Melk
1469	2289	3561	968	662	Thrsp
213	100	121	151	177	Isg15
1110	1186	1530	945	513	Rnf38
461	253	402	341	137	Arhgap45
88	24	96	23	16	Slc51a
196	165	305	144	136	Alg8
49	56	85	57	33	Dok3
75	46	75	18	11	Usp35
1114	953	1559	825	400	Abca7
1437	1389	2161	1091	782	Prkx
2739	2427	4313	2157	1466	Supt16
257	298	479	169	192	Dagla
9	1	2	0	3	Grin3b
2213	1889	3485	1762	1148	Wdr18
945	758	1455	727	487	Selenoo
143	175	322	117	70	Bbs10
477	374	803	369	332	Tmem161b
1019	885	1488	860	563	Fbxo45
3504	3503	5310	2879	1690	Dym
18	15	24	16	0	Xylb
4255	3943	6585	3362	2131	Dync1li2
1818	1656	2447	1394	934	Mrps2
16	7	11	15	7	Kiss1r
4	0	9	0	0	Krt20
5470	4731	8558	4337	2687	Cd99l2
1433	1184	2012	971	696	Ggta1
0	6	3	0	0	Ugt2a3
2282	1924	2947	1749	942	R3hdm4
40624	35644	30154	27000	8286	Acta2
655	521	918	471	328	Cep19
1478	1232	2227	1029	830	Zdhhc17
36	21	42	54	18	Twist1
0	3	0	0	0	Ugt2b35
7	1	0	4	0	Plekhs1
523	437	950	472	205	Tk2
2436	4974	2729	1625	673	Pim3
370	346	559	281	184	Ppp1r26
11	20	23.9	14	17	Krt25
407	317	648	277	183	Polr3g
26	4	21	25	13	Plppr3
4	5	6	0	0	Ugt2b1
1145	1082	1789	992	654	Lysmd3
100	87	151	51	74	Ddx11
439	402	645	359	159	Alg12
1859	1834	2852	1689	909	Ids
876	905	1770	995	579	Krt222
2147	1911	3186	1679	1063	Ythdc1
0	3	0	0	0	Misp
7	1	7	2	0	Cdhr3
1383	832	1297	830	415	Palm
11	6	28	0	3	Syt1
191	127.79	213.69	155.82	89.25	Zfp983
43	88	64	82	36	Pawr
5	9	19	1	0	AI182371
2660	3545	4233	2107	1436	Zhx3
165	188	222	143	64	Hykk
6143	4214	7848	4523	2725	Cox8a
578	406	544	432	265	Rnf126
2520	1628	4185	1924	1272	Cerk
51	45	72	37	6	Rnase1
1143	1066	1918	947	626	Uba6
2774	1662	3139	1834	985	Gramd4
9528	8878	13984	7491	4390	Dennd5a
3	0	6	4	0	Dcdc2a
208	181	357	201	122	Cd276
1	7	13	0	0	Ptprq
737	625	1133	481	364	Bbs9
0	4	0	0	0	Myf6
628.29	508	676.77	600.91	587.2	H2-Q4
39	31	53	3	8	Chst4
3977	3625	6172	3485	2297	Cog5
527	531	778	427	205	Pknox2
2560	1984	3830	1910	1224	Aldh5a1
3523	2929.92	5151	2769	1649	Ibtk
523	459	789	361	283	Ttc38
109	110	195	74	41	Acss3
1717	1514	2685	1412	813	Fbxw2
3	0	0	0	0	Ascl3
556	582	699	376	203	Pip4p1
1257	1370	1928	1033	703	Dock4
526	438	705	404	205	Tdp2
1120	928	1539	894	439	Apex1
0	0	1	1	0	Tmem59l
538	321	689	299	225	Ints6l
2671	2114	3177	1810	1157	Rusc2
11	17	11	12	8	Gm7008
95	73	189	69	24	Nme5
6091	6198	7799	4429	2799	Fnip1
1250	1220	1790	925	567	Atosb
491	480	680	792	233	Ripor2
230	182	400	206	153	Mettl25
543	575	640	404	336	Tmtc2
393	457	497	351	79	Fam122b
776	586	1091	663	365	Parp2
5075	5173	7356	3972	2259	Tmem63b
4	2	0	0	0	Pou2af2
10	2	12	10	0	Prtg
41	9	26	23	12	Zfp57
693	910	674	201	93	Adamtsl2
3272	2739	4433	2536	1793	5031439G07Rik
3245	4602	5798	3562	2099	Dnajb5
459	641	748	392	183	Fmnl2
1776	1753	3331	1707	1169	Sugp2
927	1005	1159	702	390	Ptpn23
704	533	1028	562	235	Smug1
289	252	441	322	118	Phf24
5	9	9	4	0	Slc2a6
1864	1472	2657	1278	739	Galt
790	587	1026	556	312	Sigmar1
3	0	1	0	0	Slc17a3
239	216	320	235	103	Zranb3
9740	9287	15742	7403	5744	Slain2
6	17	11.1	15	0	Hyal3
4100	3703	6150	3255	1669	Arl5a
69	89	127	53	51	Dgkb
2528	2755	4293	2429	1535	Slf2
282	332	375	157	101	Myrf
1679.99	1613.99	2577.96	1502.99	821	Vezt
3097	3044	5148	2717	1433	Colec12
2946	2898	4783	2418	1559	Rab3gap1
121	138	149	129	32	Prr5
32	25	33	20	13	Mbnl3
0	1	3	0	0	Slc17a2
60	41	90	49	16	Lmo1
5345.97	5024.99	8817.99	4621.99	2651.99	Metap2
647	505	974	533	357	Rpp25l
3	0	0	0	0	Il5
1334	865	1946	820	539	Rfxank
272	382	429	74	163	Slc9a3
12	10	17	11	0	Frmd7
35	4	17	1	8	Fam110c
1842.28	1587.68	2347.08	1346.19	723.14	Acaa1a
1002	762	1238	791	449	Meox2
35	17	31	10	11	Tm6sf2
1409	1296	2243	1332	837	Mgat5
1414	1411	2239	1284	617	Prickle1
475	402	646	374	172	Surf6
1	0	0	0	0	Fam219aos
939	858	1407	762	484	Pphln1
1	0	0	0	0	Ccdc38
31	8	64	14	4	Sostdc1
8	2	14	0	0	Cd200r3
1713	1595	2345	1274	667	Gatad2a
4236.5	2385	5072.29	2675.67	1502.11	H1f2
5	0	4	2	0	Sapcd1
1330	785	1707	1018	404	Dipk1b
1074	883	1664	896	513	Ankmy2
371	621	497	493	267	Rorb
12	1	3	1	0	Slc26a8
831	762	1228	705	297	Gxylt1
74	50	34	24	17	Arhgap36
32223	22905	48847	25783	13417	Ndufa13
2460	2661	3764	2122	1401	Rif1
1099	914	1450	739	331	Sh3bp4
234	231	317	146	94	Nepro
634	482	1059	543	312	Polr1has
167	51	134	53	3	Pdzrn4
5	7	14	7	10	Ska1
326	324	446	268	157	Kctd1
5131	4585	7636	4741	2453	Ube2r2
545	728	1008	558	219	Armh4
157	109	183	105	54	Gmip
268	203	434	205	174	Rbm43
2	0	0	0	0	Trpm8
6183	6395	8182	5309	2646	Igfbp7
10044	9580	15247	8096	5108	Pnpla8
815	1126	1181	673	487	Fstl4
2469	2125	3669	1813	1160	Edc4
2034	1999	3102	1456	1005	Lrrk2
6321	6011	9040	5006	3022	9530068E07Rik
4485	3361	5277	3648	1480	Macrod1
372	194	439	185	121	Snapc4
1052	1117	1717	1072	735	Naa30
790	812	1235	735	432	Noa1
1166	1024	1739	918	545	Ap5m1
41	30	74	31	39	Gramd1c
29	24	53	45	3	Lrrn3
65	69	67	19	20	Slc2a13
1472	1234	2125	1246	702	BC031181
34	118	57	32	20	Zdhhc23
302	188	481	219	168	Lzts1
8638	7745	14200	7581	4259	Skp1
844	544	1082	575	314	Polr1h
2860	2624	3966	2230	1261	Srp72
1193	1200	1717	991	595	Qsox2
7	4	6	4	7	Slc18a1
4386	4096	6711	3216	2071	Kidins220
877	1069	1194	917	382	Igsf10
410	502	750	451	192	Tmem260
3428	2902	5196	2739	1526	Ubac1
117	82	154	140	44	P2ry12
433	451	525	405	242	Csgalnact1
215	113	209	123	59	P2ry13
658	598	947	482	378	Rmdn2
11934	9946	18711	9965	5935	Serbp1
5944	4015	9939	4442	2757	Tmem258
477	419	701	401	289	Abt1
247	65	108	35	21	Cracd
168	131	275	152	66	P2ry14
541	442	637	365	211	Gadd45a
1112	1221	1525	1014	643	Sec24a
20	42	72	12	19	Glb1l2
4004	2935	5817	3039	1762	Ppp1r11
1844	1837	2928	1424	847	Gng12
437	305	528	304	216	Cep135
28	11	39	9	8	9530077C05Rik
102	23	71	20	28	Arsi
0	1	2	3	0	Pcdh8
29679.33	27128.62	43726.18	24512.68	13187.69	Gpi1
327	276	557	257	133	Tbcc
391	451	599	507	305	Siah2
831.07	726.53	1255.12	611.02	327	Exoc1
66	143	162	83	11	Npy1r
7419	6281	11470	5659	3066	Calm2
1168	984	1633	965	553	Thap11
7452	6671	11552	6358	2873	Lum
5693	5070	8488	4302	2676	Hif1an
4249.44	4270.83	6404	3772	1996	Arhgap26
341	277	354	180	115	Wtip
1529	1031	2152	1322	684	Elf1
37	57	33	12	4	Megf11
91	101	184	77	22	Marchf1
1030	911	1430	794	593	Tbc1d24
2149	1484	3035	1601	831	Btg1
19	6	13	7	4	Rnf39
2591	2441	4042	1908	1331	Eea1
742	521	1001	583	279	Fam13b
42	85	103	52	5	Tmem255a
5306	5082	8708	5236	2790	Rnf13
1412.26	1082.67	2213.8	1172.19	330.67	Phpt1
10	7	2	0	0	Cdh8
469	330	645	392	171	Commd2
30	31	13	11	24	Greb1
28	7	25	38	17	Card11
1890	1390	2418	1477	804	Ppfibp2
3180	2721	4088	2194	1214	Sbf1
1674	1261	2585	1333	744	Cdc42ep3
690	754	816	582	276	Slc38a7
76	45	97	58	56	Rnf113a1
1492	1504	1716	810	397	Adamts2
9280.99	9472.73	15351.83	7373.5	5007	Cnot1
591.41	492.56	877.76	451.26	273.57	Ermard
725	601	865	499	254	Sh3tc1
231	192	315	198	53	Iqce
358	228	474	220	120	Lgi4
3999	3604	5739	3007	1929	Ppp6r2
6090	4652	6744	4113	1758	Ndrg4
432	460	473	349	157	Ttyh3
1009	1107	1416	712	512	Bicral
15097	11524	21661	10874	5929	Fxyd1
462	339	718	393	217	Upf3b
6	7	9	12	3	Fxyd7
2605	2109	3649	2099	1382	Spg20
8444	9598	14169	8643	4533	Fgf1
6	8	6	1	3	Fut7
5279	5519	7652	3888	2855	Arhgap21
380	572	748	817	483	H2-Aa
23	36	64	97	18	Cpz
4	1	11	1	0	Ccdc113
255	236	331	161	75	Chst12
1	0	0	0	0	Alx1
8091	8403	11818	7334	4009	Plxnb2
1510	1002	2388	1164	728	Eepd1
345	311	479	338	129	Eipr1
430	420	647	315	214	Rfxap
3742	4061	5443	2782	1800	Etl4
2965	2270	3426	2029	1176	Mgat4b
1082	811	1225	749	418	Atp13a2
527	412	765	477	216	Alg5
4	3	25	5	0	Mag
2002	1935	2777	1387	909	Clcn7
281	250	335	224	81	Nudt1
9	9	15	2	3	Ccdc148
4260	3577	5734	2779	1676	Tbc1d9b
1910	1675	2739	1549	879	Man1b1
289	248	406	215	153	Colec11
434	425	656	227	207	Dennd3
1099	854	1288	817	382	Tcaf1
102	72	84	46	28	Cenpt
1635	1767	2269	1419	829	Tmtc3
528	537	825	418	290	Aaas
930	793	1120	728	333	Cc2d1a
0	2	0	3	0	Tmem184a
939	899	1312	671	388	Nop14
5099	5740	8073	4262	3014	Ago2
0	5	20	2	10	Zcchc12
6178	6386	10207	5748	3716	Cab39
2605	2410	4355	2235	1453	Cyld
103	71	116	67	32	Micall2
411	318	613	301	203	Zscan12
1656.05	1195.35	2130.92	1261	666	Rbm42
4177	4476	6650	3657	2309	Oxsr1
35	39	58	28	5	Psma8
410	613	608	291	248	Ttll7
2145	1816	3196	1651	903	Cuedc2
64906	50025	108221	51101	27254	Cox6b1
12837.92	10367.86	21749.7	12830.76	7308.92	Tubb4b
1	15	22	4	14	Kcnk9
408	268	686	349	158	Dnajc12
4	0	11	0	0	Dner
70	20	38	41	19	Kif15
880	862	1203	652	327	Wdr44
486	399	651	427	192	Decr2
180	96	127	109	47	Anln
1198	1245	1882	986	614	Tent4b
2865	2315	4594	2448	1325	Rps27l
1608.94	1126	2191	1323	618	Klhl13
63	57	109	91	41	Slitrk2
1358	1594	2176	1193	1040	Mbd5
0	0	0	6	0	Fam135b
974	913	1481	971	573	Cnep1r1
1	4	0	0	0	Entpd8
0	2	0	0	0	Slc6a20a
0	1	1	0	0	Dpp10
3306	2966	4970	2772	1608	Sun1
998	961	1554	825	657	Jmjd4
283	236	302	184	145	Amdhd2
1149	994	1718	828	495	Topors
904	775	1519	798	605	Ssx2ip
23.25	4.92	26.12	9.31	11.55	Igflr1
137	120	267	90	19	Lpar3
1652	1591	2220	1032	605	Pnpla7
0	4	4	0	0	Plch1
1545	1411.97	2553.93	1223	687	Psenen
643.13	640	894.91	464.77	315	Siah1a
329	293	557	269	113	Lin37
3164	2461	4882	2685	1454	Mrpl41
3	0	0	2	0	Mcoln3
17025	16840	23340	13802	8372	Hspb6
12	14	40	36	39	Wnt4
3	1	11	3	0	Ptcra
2034	1500	3060	1499	947	Mrpl55
2164	2252	2716	1447	750	Dchs1
1370	1926	2523	1409	680	Syde2
84	93	140	58	29	Proser3
338	243	259	274	150	Smad6
0	4	1	0	0	Abcc12
562	446	911	514	208	2410004B18Rik
83	48	58	43	20	Dna2
4064	4152	6402	3685	2152	Phkb
54510	50332	77563	34835	22066	Acaa2
4	15	11	21	0	Arhgap33
148	137	173	110	60	Arhgef26
2137	1775	2669	1596	1116	C1qa
528	618	841	523	326	Gtdc1
0	1	5	0	0	Prodh2
1707	1584	2458	1300	693	Ehmt1
361	229	403	289	70	Rap2b
2123	1650	2240	1453	931	C1qc
312	252	427.38	256	78	Zfp157
0	1	0	0	0	Trpv5
63	73	129	50	13	Neto2
402	464	563	289	174	Fzd8
1610	1415	1892	1119	651	C1qb
1068	809	1226	726	448	Unc93b1
3	3	2	3	0	Piwil4
185	129	109	55	12	Trim67
295	335	475	284	197	Zfp280c
1345	1147	1953	1258	670	Ttc7
87	74	66	59	36	Stox1
40	14	10	13	5	Stag3
4	8	10	15	11	Nfkbid
6629	5803	10283	4959	2985	Aifm1
600	576	993	591	312	4921524J17Rik
1920	1636	2912	1479	935	Kdm1a
524	487	844	422	243	Elac1
1207	1202	1913.93	1014	542	Rab8b
187	172	265	136	100	Tmem71
132	84	175	118	62	Trappc14
9	3	8	1	9	Slc39a12
2258	2052	3571	1864	1072	Kifbp
44	49	47	40	28	Lrfn3
473	672	688	470	324	Bcorl1
14	3	20	11	0	Clca2
0	0	0	0	3	Wnt8b
0	0	0	1	0	Cfap221
12.76	4.5	7.29	0	0	Trim17
819	701	1195	666	294	Spryd3
350	321	513	303	155	Cnpy4
2	2	0	0	0	Zic4
907	776	1274	539	306	Tmem177
390	391	725.89	350	261	Anapc10
1854	1497	2657	1240	759	Taf6
463	360	808	414	141	Tfb1m
1297	1865	2101	1403	619	Zdhhc9
586	506	698	459	389	Pml
1178	1059	1618	748	494	Trim3
5272	6112	8477	4859	2979	Otud4
184	149	311	151	100	Nxt1
524	522	813	422	290	Asap3
280	182	400.23	170	109	Zfp39
5816	8742	7092	4082	2526	Tns2
81	72	118	24	40	Xpnpep2
555	475	816	369	228	Zfp113
945	711	939	618	343	Apln
14389	10928	20771	10717	5947	Hk1
2318.79	1972.94	3369.92	1641.97	1174.95	Ss18
30	10	33	10	21	Sstr4
1545	2418	1669	1174	771	Frem2
662	610	1155	535	302	Zscan21
62	48	70	39	15	Wdr62
1903	1481	2832	1408	907	Mmaa
2	0	0	0	0	Foxa2
761	725	1105.31	654	374	Zfp146
586	389	790	418	189	Tspan15
6044	4596	8187	3323	2657	Apbb1
3	0	0	0	0	Pax1
167	73	190	46	19	Inhbb
14009	11724	20337	10538	6213	Smpd1
5	16	15	0	0	Azgp1
9010	8570	14543	8422	3941	Paip2
1133	906	1247	862	468	Cavin3
15387	14631	23944	13396	7816	Sh3glb1
750	711.14	997.74	620	375	Rbmxl1
2207.66	6938.85	32015.91	1694.45	1143.99	Scd1
4707	4036	6914	3803	1952	Selenof
2258.85	2320.89	3996.14	2073.52	1227.64	Rnf139
386	287	557	241	151	Trmt12
1286	1080	1687	1047	557	Slc35b2
980	861	1020	496	292	Lrg1
2105	1826	2729	1510	1010	Rab11fip3
404	325	551	282	139	Dcaf15
1195	1405	1890	1185	767	Socs5
77	40	91	52	28	Fer1l6
57	41	65	33	19	Zcwpw1
6589	5256	10140	4939	3265	Ralgapa2
4035	4662	6420	3487	2611	Setd7
1265	1406	1980	1013	592	Sik2
1047	1078	1663	926	565	Fam91a1
5	0	1	8	0	Trim58
32	11	18	11	0	Psd
664	417	608	597	124	Tmprss13
543	579	754	462	240	Prmt9
355	194	328	210	74	Aff3
141	92	281	77	93	Myom3
0	1	2	0	0	Tas2r108
49	23	60	35	23	Cfap61
11	14	14	2	0	Lypd8l
2532	2114	3945	2004	1479	Arhgap10
5071	4600	8330	4127	2623	Ddx1
2340	2329	3752	1891	1088	Lrrc20
13657	10375	22583	10054	6153	Ndufc1
4	0	13	1	7	Il22ra1
18	31	40	7	13	Mgarp
214	135	139	141	72	Ppp1r14a
2	0	0	0	0	Spaca5
119	28	113	58	44	Mycn
2	10	1	3	4	Nodal
464	393	747	417	228	Dennd11
2546	2934	4108	2193	1491	Elf2
105	85	141	36	21	Krt80
10	5	17	15	4	Grhl3
153	128	204	139	87	Cyb561d2
39	35	43	23	13	Pacrg
1441	1151	2192	1191	634	Rbm17
22	11	20	26	22	Prf1
622	573	924	461	254	Atg101
1833	1370	1863	957	356	Islr
1591	1503	2189	1373	714	Fam193a
1197	1332	1695	976	611	Spry1
301	241	386	277	161	Thap1
371	387	618	321	208	Lipt1
2	7	6	7	3	Syn1
196	190	186	160	57	Mospd3
85	66	97	35	18	Zfyve28
1366	1504	1729	1140	521	Fgf2
4453	5023	7044	3858	2481	Hook3
3159	3880	4286	2142	1291	Mxd4
6669.67	6022.27	11012.81	5480.14	3188	Matr3
27	3	27	32	2	Spred3
26144	24554	38050	21430	13216	Clic4
158	104	195	106	25	Zfp692
714	631	1036	556	392	Pomk
1211	1082	1748	989	602	Mex3c
48	51	79	33	10	Itih2
1168	970	1869	933	510	Aagab
108	106	211	148	81	Dzank1
971	900	1468	929	394	Hgsnat
320	323	495	283	153	Kin
45	13	32	15	4	Aldh3b3
3312	2784	4101	3587	2117	Rsrp1
9066	9705	13933	7578	4852	Bltp1
892	820	1103	731	422	Gemin5
304	175	375	220	89	Tmem97
16	20	63	19	28	Galnt6
2422	2370	3787	2144	1212	Stag1
1204	1198	1890	1033	606	Tbcel
871	614	1181	713	267	Ldlrap1
370	289	568	318	171	Lsm1
1142	1167	1735	1056	533	Ttc13
2043	1906	2315	1580	1016	Man1c1
135	71	149	122	62	Tacc3
243	173	402	199	122	Jade3
526	426	816	457	251	Bag4
28	14	8	39	16	Traf3ip3
348	294	527	379	387	Tap1
405	341	662	379	155	Bbs7
439	343	554	327	165	Capn15
5526	5398	7721	4339	2834	Larp1
32	9	44	55	6	Mfsd2b
63	60	96	113	20	Map4k1
1078	867	1612	886	467	Fam53a
336	219	396	230	134	Slc9a7
1538	1423	2256	1259	783	Taf2
215	119	201	135	41	Slc12a9
174	118	259	159	52	Chst7
766	825	906	535	278	Paqr7
796	615	1256	700	283	Nudt22
4869	4081	6929	3624	2258	Actr1b
563	418	878	358	200	Letmd1
570	494	780	371	230	Uvssa
495	402	802	244	201	Dipk2b
1296	1030	1996	1072	499	Sf3b6
235	133	199	155	20	Ccn3
245	189	257	196	97	Letm2
2120	1245	2794	1497	809	Srrt
546	481	742	423	256	Pafah2
2542	2421	3649	1897	1005	Kdm6a
599	551	823	448	207	Enpp1
5643	4972	8148	4556	2634	Ctbp1
53	83	80	58	41	Hhat
549	428	796	343	222	Trmt6
1049	128	1142	504	343	Spon2
10	16	9	7	0	Rims2
1611	1550	2222	1210	652	Rcor3
1698	1774	2513	1437	780	Atp11b
602	473	704	479	218	Icam1
156	96	109	76	3	Htra4
319	323	493	268	185	Cnnm4
1127	1131	1701	910	514	Tbc1d2b
1783	4939	1439	1137	773	Serpine1
1713	1550	2314	1462	735	Ranbp10
6362	6412	10457	5365	2996	Dmxl1
0	0	1	0	0	Best1
645	674	1011	572	346	Endod1
1190	1049	1969	1043	659	Depdc5
0	4	0	0	0	Vgf
1178	1406	1741	839	579	Slc30a1
13	5	21	5	0	Adam32
17	23	18	20	5	Vnn1
1548	1158	2453	1132	986	Cep85
1	3	5	0	7	Tulp1
241	222	275	248	155	Arid5a
286	261	403	204	144	Slc18b1
3732	3364	5883	3602	1909	Azin1
825	619	1161	659	319	Ints7
9	11	6	17	0	Fbxo27
1047	708	1206	567	230	Klf10
7	18	21	20	2	Tedc1
4754	4486	7138	4158	2715	Uggt1
46	25	42	11	5	Dtl
2222	2312	3384	1919	1206	Thoc2
0	1	0	0	0	Tbx10
2	5	2	1	0	Erv3
2237	2373	3427	1716	1130	Asxl2
14462	14548	23156	10995	7478	Ubr5
1735	1524	2405	1210	744	Slc2a12
11	18	2	7	6	Zmat4
40	41	84	43	30	Cib2
2381	1719	3390	1855	1048	Nenf
3008	2772	4895	2445	1551	Fam168b
19	16	31	17	15	Arhgef4
1178	1009	1649	911	507.98	Pank2
2551	2017	3374	1713	1181	Ppfia1
4415	4188	6998	3501	2334	Mavs
145	150	170	106	59	Bcdin3d
749	642	913	583	267	Atg14
1660	1222	2755	1443	729	Mrpl47
2197	2026	3510	1850	1154	Rapgef6
748.94	631.8	1038.21	624.19	327.96	Fbxo34
16	0	8	2	0	Shank2
1	6	10	0	0	Aldh8a1
54	29	14	11	19	Dlgap5
37.48	31	36	91	7	H2-DMb2
696	758	808	429	223	Plekhg2
1041	960	1473	779	406	Zdhhc18
8451.65	6463.52	11366.47	7549.5	1276.4	Rps16
11	4	7	10	1	Vash2
2255.56	1654.94	2860.81	1614.9	843.65	Mcrs1
65	69	140	55	17	Wdhd1
1442	1069	2307	1339	744	Tob1
109	61	121	55	35	Ephx3
6	3	9	0	0	Kcnh3
349	236	541	318	193	Gch1
456	414	682	399	245	Nr0b2
13	2	12	12	5	Rskr
136	48	191	80	43	Clba1
4	1	2	0	0	Kdf1
460.43	367.95	813.39	461.16	296.26	Nme1
327	396	433	231	147	Adgrl3
1046	1048	1348	884	374	Osbpl5
3940	4939	6210	3635	2433	Bclaf1
0	0	0	4	0	Kcnmb2
168.15	166.49	300.64	173.71	113.15	Tnfrsf23
50	33	32	30	12	Spag1
246	346	272	181	113	Atoh8
3311	3021	4343	2431	1423	Wdtc1
85	144	171	68	56	Kcnk2
18	7	38	11	0	Cldn11
11	4	22	5	6	Rgs22
16	8	11	16	4	Cdkn3
2	10	8	1	3	Slc25a43
343	281	454	222	144	Zbtb42
779.02	741	1245.82	765	432	Zfp60
858	833	1297	720	493	Prkci
3406	3450	4580	2921	1765	Vps13b
140	114	199	204	124	H2-DMa
2392	2719	3756	1893	1334	Phc3
32	43	40	14	35	Kctd8
11001	11156	15830	8927	5199	Slc20a2
7	6	2	5	1	Gdf7
82	116	93	40	17	Gpr160
766	676	1210	610	324	Cdkn1c
1581	1567	2371	1297	741	Ldah
838	979	1134	768	320	Rfx7
453	441	585	243	166	Inf2
2	7	7	5	0	Esyt3
0	6	3	1	0	Armc3
4682	5427	8185	4489	2922	Atp8a1
8	11	25	0	6	Aspg
2408	2225	2460	1587	891	Ahdc1
435	445	747	430	205	Ddhd1
405	335	721	314	159	Lzts3
0	0	2	3	0	Tecta
15369	12069	21077	11355	6960	Cd81
8	0	3	0	0	Spag6
1004	1327	1620	1004	558	Fam13a
7701	6134	12205	6326	3920	Cisd1
8701	8229	12771	6966	4072	Fermt2
0	3	0	0	0	Ccdc33
1972	1911	3061	1760	1113	Tmem33
509	412	697	420.82	164	Gnpnat1
47	36	7	11	28	Ckap2
118	85	165	102	72	Avp
1222	1107	1839	1095	560	Mynn
185	136	254	133	77	Themis2
11	10	12	0	3	2810032G03Rik
15767	15870	25446	14733	9065	Limch1
2	1	0	0	0	Actrt3
0	0	2	0	0	Nek5
2533	1906	3501	2028	1080	Mrps26
63295.8	61302.38	84890.15	55535.12	23857.4	Eef1a1
4	0	0	3	0	Phyhipl
862	970	1018	664	557	Fam222b
141	114	167	88	46	Xkr8
907	824	1332	899	470	Ppp1r16b
21	14	26	21	10	Ptger2
218	144	324	212	91	Actr5
382	222	519	324	197	Slc16a9
0	1	0	0	0	Slc32a1
3332.04	2587.89	5015.31	2380.94	1558.19	Mrpl23
318	239	398	248	86	Pced1a
0	2	8	0	0	Mbl1
298	209	299	189	98	Dzip1l
1355	1025	1974	1242	515	Coa8
1297	966	2149	1025	578	Vopp1
1275	1298	1823	945	654	Phf12
1367	1305	1905	1030	626	N4bp2
23	112	70	6	0	Mat1a
10147.81	8190.81	14251.94	8045.6	4300.95	Rpl10a
513	468	660	412	218	Fam76b
626	757	1073	449	344	D630003M21Rik
33919	32646	52773	28851	15456	Ctnna1
131	83	201	134	72	Fbxw17
4138.94	3483.79	5411.57	2897.02	1916.55	Abhd18
11349	14574	17874	9186	5932	Tgm2
3590	2955	5120	2735.94	1433.29	Smim14
751	839	942	641	304	Tspan14
11093	9696	18798	9472	6187	Ppm1k
13	25	33	26	11	Sh2d4b
0	3	3	4	0	Vstm2l
246	205	411	220	80	Fdxacb1
37	14	27	20	2	Rtkn2
135	130	219	97	155	Nmrk1
1.09	2.19	0	3	0	Ifi206
4023	4160	6267	3443	2208	Iars
9991	9534	14916	9594	4529	Cpe
44	30	40	23	15	Zfp365
2952	3553	4999	2791	1835	Nufip2
99	75	120	101	52	Aim2
51	22	32	31	0	Egr2
28	15	34	23	1	Ackr1
4919	5019	7364	3934	2293	Jmjd1c
659	1084	897	490	311	Stk35
1182	1438	1682	1070	761	Dusp8
211	168	253	163	78	Wdr19
1007	517	1124	514	313	Pcdh18
1754.76	1289.23	2498.76	1528	771	H2az1
1355	1276	2070	1043	727	Rcor1
2076	1879	2922	1442	1183	Sirpa
